# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
0.375                   	smoothSolver	5.3324699999999997e-03	2.2222300000000001e-06	3	8.4012199999999992e-03	4.9776300000000000e-06	3	false	smoothSolver	8.2697999999999995e-04	1.6594100000000000e-06	2	true	smoothSolver	6.5007399999999996e-03	1.3339000000000001e-06	3	true	GAMG	9.2790100000000007e-03	3.5093300000000000e-04	2	true
0.38                    	smoothSolver	5.6204999999999996e-03	5.7331999999999996e-06	3	1.0085900000000000e-02	8.0191900000000004e-06	3	false	smoothSolver	8.1948100000000005e-04	1.6612600000000000e-06	2	true	smoothSolver	6.4210200000000004e-03	1.3278000000000000e-06	3	true	GAMG	3.4590700000000002e-01	1.4233200000000000e-02	2	true
0.385                   	smoothSolver	5.2420100000000001e-03	2.2498900000000000e-06	3	8.3861000000000005e-03	5.1435400000000002e-06	3	false	smoothSolver	8.1738999999999998e-04	1.6755300000000001e-06	2	true	smoothSolver	6.3388999999999997e-03	1.3241200000000001e-06	3	true	GAMG	9.9315800000000006e-03	4.6053600000000000e-04	2	true
0.39                    	smoothSolver	5.1678899999999996e-03	2.2855200000000001e-06	3	8.1512000000000008e-03	5.2281300000000004e-06	3	false	smoothSolver	8.1376099999999998e-04	1.6847999999999999e-06	2	true	smoothSolver	6.2590099999999997e-03	1.3164900000000000e-06	3	true	GAMG	1.0346899999999999e-02	3.8944300000000000e-04	2	true
0.395                   	smoothSolver	5.1248200000000004e-03	2.3163100000000000e-06	3	8.0425700000000006e-03	5.3068200000000003e-06	3	false	smoothSolver	8.0983200000000002e-04	1.6938400000000000e-06	2	true	smoothSolver	6.1820599999999996e-03	1.2776600000000000e-06	3	true	GAMG	9.7295000000000003e-03	3.9423200000000000e-04	2	true
0.4                     	smoothSolver	5.0721799999999999e-03	2.3296000000000001e-06	3	7.9525199999999994e-03	5.3800299999999997e-06	3	false	smoothSolver	8.0614000000000000e-04	1.7094699999999999e-06	2	true	smoothSolver	6.1060899999999998e-03	1.2704599999999999e-06	3	true	GAMG	1.1874100000000000e-02	4.1149399999999999e-04	2	true
0.405                   	smoothSolver	5.2723700000000002e-03	6.3806499999999996e-06	3	1.0041400000000001e-02	9.1614899999999996e-06	3	false	smoothSolver	8.0654900000000005e-04	1.7346300000000001e-06	2	true	smoothSolver	6.0287500000000003e-03	1.3012100000000000e-06	3	true	GAMG	3.4867999999999999e-01	1.2732300000000000e-02	2	true
0.41                    	smoothSolver	4.9682399999999996e-03	2.3232900000000000e-06	3	8.0146300000000000e-03	5.5164899999999998e-06	3	false	smoothSolver	8.0265600000000001e-04	1.7486200000000000e-06	2	true	smoothSolver	5.9509699999999999e-03	1.2573199999999999e-06	3	true	GAMG	1.1042200000000000e-02	4.8850700000000000e-04	2	true
0.415                   	smoothSolver	4.9061599999999997e-03	2.3785600000000001e-06	3	7.8511799999999993e-03	5.5971600000000001e-06	3	false	smoothSolver	7.9823700000000004e-04	1.7594900000000000e-06	2	true	smoothSolver	5.8776499999999999e-03	1.2425899999999999e-06	3	true	GAMG	9.7405300000000007e-03	4.4376200000000000e-04	2	true
0.42                    	smoothSolver	4.8623900000000003e-03	2.4260799999999998e-06	3	7.7879999999999998e-03	5.6487800000000003e-06	3	false	smoothSolver	7.9356800000000003e-04	1.7660200000000000e-06	2	true	smoothSolver	5.8034999999999996e-03	1.2333900000000001e-06	3	true	GAMG	9.7096200000000004e-03	4.3964900000000002e-04	2	true
0.425                   	smoothSolver	4.8163700000000004e-03	2.4679999999999999e-06	3	7.7100600000000004e-03	5.6940299999999996e-06	3	false	smoothSolver	7.9150800000000001e-04	1.7836599999999999e-06	2	true	smoothSolver	5.7307900000000004e-03	1.2188399999999999e-06	3	true	GAMG	1.0239099999999999e-02	4.5906499999999998e-04	2	true
0.43                    	smoothSolver	4.9636000000000003e-03	6.8566599999999997e-06	3	1.0075100000000000e-02	1.0393400000000000e-06	4	false	smoothSolver	7.8994500000000001e-04	1.8428000000000000e-06	2	true	smoothSolver	5.6639300000000002e-03	1.2105800000000000e-06	3	true	GAMG	3.4923399999999999e-01	1.1771500000000001e-02	2	true
0.435                   	smoothSolver	4.7262600000000004e-03	2.4930800000000002e-06	3	7.6409900000000003e-03	5.7452999999999999e-06	3	false	smoothSolver	7.9389300000000005e-04	1.9013999999999999e-06	2	true	smoothSolver	5.6060199999999998e-03	1.1996100000000000e-06	3	true	GAMG	9.8565600000000003e-03	4.8941999999999996e-04	2	true
0.44                    	smoothSolver	4.6648100000000001e-03	2.5312200000000001e-06	3	7.4485599999999999e-03	5.7839699999999996e-06	3	false	smoothSolver	7.9675500000000001e-04	1.9645600000000000e-06	2	true	smoothSolver	5.5484100000000001e-03	1.1869700000000000e-06	3	true	GAMG	9.0706299999999997e-03	4.4997199999999998e-04	2	true
0.445                   	smoothSolver	4.6128300000000001e-03	2.5521800000000002e-06	3	7.3933499999999999e-03	5.8190399999999999e-06	3	false	smoothSolver	7.9477599999999997e-04	2.2118400000000000e-06	2	true	smoothSolver	5.4895200000000003e-03	1.1786799999999999e-06	3	true	GAMG	9.6160499999999993e-03	4.7916899999999999e-04	2	true
0.45                    	smoothSolver	4.5646000000000003e-03	2.5700000000000000e-06	3	7.3376300000000004e-03	5.8649100000000002e-06	3	false	smoothSolver	7.9195500000000000e-04	2.2102000000000000e-06	2	true	smoothSolver	5.4278699999999996e-03	1.1728300000000000e-06	3	true	GAMG	8.6951000000000007e-03	4.3069499999999998e-04	2	true
0.455                   	smoothSolver	4.9522999999999998e-03	7.5647599999999997e-06	3	1.0297300000000001e-02	1.2745499999999999e-06	4	false	smoothSolver	7.8963500000000001e-04	2.2185099999999999e-06	2	true	smoothSolver	5.3550999999999998e-03	1.1963300000000001e-06	3	true	GAMG	3.4397100000000003e-01	1.2127199999999999e-02	2	true
0.46                    	smoothSolver	4.4905199999999996e-03	2.5664199999999998e-06	3	7.3094700000000002e-03	5.9607399999999998e-06	3	false	smoothSolver	7.8712900000000002e-04	2.2255600000000001e-06	2	true	smoothSolver	5.2821800000000000e-03	1.1494000000000000e-06	3	true	GAMG	9.2718100000000001e-03	4.9136299999999998e-04	2	true
0.465                   	smoothSolver	4.4599200000000000e-03	2.6052399999999999e-06	3	7.1277099999999998e-03	6.0289600000000000e-06	3	false	smoothSolver	7.8414600000000000e-04	2.2379799999999999e-06	2	true	smoothSolver	5.2096199999999999e-03	1.1395900000000000e-06	3	true	GAMG	9.6225200000000007e-03	4.6889000000000002e-04	2	true
0.47                    	smoothSolver	4.4461900000000000e-03	2.6112500000000002e-06	3	7.0399499999999997e-03	6.0637000000000001e-06	3	false	smoothSolver	7.8065700000000003e-04	2.2490200000000001e-06	2	true	smoothSolver	5.1361599999999999e-03	1.1241200000000001e-06	3	true	GAMG	8.6750200000000003e-03	4.6342800000000000e-04	2	true
0.475                   	smoothSolver	4.4456299999999999e-03	2.6123399999999998e-06	3	6.9571700000000004e-03	6.1060900000000000e-06	3	false	smoothSolver	7.8052600000000003e-04	2.2653499999999998e-06	2	true	smoothSolver	5.0635599999999999e-03	1.1130400000000000e-06	3	true	GAMG	8.5542699999999992e-03	4.7223000000000002e-04	2	true
0.48                    	smoothSolver	5.1221900000000004e-03	8.3761400000000004e-06	3	1.0470600000000000e-02	1.5819799999999999e-06	4	false	smoothSolver	7.7676100000000005e-04	2.2675599999999999e-06	2	true	smoothSolver	4.9977299999999997e-03	1.1030399999999999e-06	3	true	GAMG	3.4332099999999999e-01	1.3473400000000000e-02	2	true
0.485                   	smoothSolver	4.4629099999999996e-03	2.5403800000000001e-06	3	6.9783600000000003e-03	6.1424200000000004e-06	3	false	smoothSolver	7.7304600000000000e-04	2.2782200000000002e-06	2	true	smoothSolver	4.9336600000000003e-03	1.0988200000000001e-06	3	true	GAMG	8.9814800000000000e-03	4.9440400000000005e-04	2	true
0.49                    	smoothSolver	4.4374100000000001e-03	2.5305700000000000e-06	3	6.8220399999999997e-03	6.2024199999999998e-06	3	false	smoothSolver	7.6803799999999997e-04	2.2803099999999999e-06	2	true	smoothSolver	4.8678699999999998e-03	1.1221799999999999e-06	3	true	GAMG	1.0103100000000000e-02	4.6170599999999999e-04	2	true
0.495                   	smoothSolver	4.4496099999999997e-03	2.6433199999999999e-06	3	6.7533400000000000e-03	6.2418699999999999e-06	3	false	smoothSolver	7.5936000000000005e-04	2.2580600000000002e-06	2	true	smoothSolver	4.7979099999999998e-03	1.1076000000000000e-06	3	true	GAMG	1.0197100000000001e-02	4.5752599999999998e-04	2	true
0.5                     	smoothSolver	4.4572300000000004e-03	2.7433200000000002e-06	3	6.6478900000000000e-03	6.2106700000000001e-06	3	false	smoothSolver	7.4998600000000001e-04	2.2574199999999999e-06	2	true	smoothSolver	4.7341099999999997e-03	1.0970300000000000e-06	3	true	GAMG	8.9341899999999998e-03	4.3895199999999999e-04	2	true
0.505                   	smoothSolver	5.3610999999999997e-03	9.2461200000000008e-06	3	1.0612099999999999e-02	1.9294800000000002e-06	4	false	smoothSolver	7.3894800000000001e-04	2.2650299999999999e-06	2	true	smoothSolver	4.6678199999999996e-03	1.0518000000000000e-06	3	true	GAMG	3.4806999999999999e-01	1.5004099999999999e-02	2	true
0.51                    	smoothSolver	4.4861099999999998e-03	2.8325000000000000e-06	3	6.5661399999999998e-03	6.1206700000000001e-06	3	false	smoothSolver	7.3731899999999995e-04	2.2861600000000000e-06	2	true	smoothSolver	4.6006500000000004e-03	1.0414000000000001e-06	3	true	GAMG	1.0162300000000001e-02	4.6494499999999997e-04	2	true
0.515                   	smoothSolver	4.4616200000000003e-03	2.9800400000000001e-06	3	6.3554900000000001e-03	6.1426700000000001e-06	3	false	smoothSolver	7.3465700000000000e-04	2.3097000000000001e-06	2	true	smoothSolver	4.5360599999999997e-03	1.0365500000000001e-06	3	true	GAMG	8.7487199999999998e-03	4.3936200000000000e-04	2	true
0.52                    	smoothSolver	4.4535099999999999e-03	2.9891700000000001e-06	3	6.2901099999999998e-03	6.1093000000000001e-06	3	false	smoothSolver	7.3261200000000000e-04	2.3369300000000000e-06	2	true	smoothSolver	4.4803300000000002e-03	9.8558200000000007e-07	3	true	GAMG	9.1302099999999997e-03	4.2726899999999998e-04	2	true
0.525                   	smoothSolver	4.4436099999999997e-03	3.0000800000000002e-06	3	6.1907400000000001e-03	6.0703299999999997e-06	3	false	smoothSolver	7.2625999999999995e-04	2.0695900000000002e-06	2	true	smoothSolver	4.4219400000000001e-03	9.5080700000000005e-07	3	true	GAMG	9.2591700000000006e-03	4.2725700000000001e-04	2	true
0.53                    	smoothSolver	5.6511599999999997e-03	9.9950500000000001e-06	3	1.0602200000000001e-02	2.2564900000000001e-06	4	false	smoothSolver	7.2252299999999998e-04	2.0655000000000000e-06	2	true	smoothSolver	4.3639899999999999e-03	9.7579300000000006e-07	3	true	GAMG	3.5786400000000002e-01	1.6274600000000000e-02	2	true
0.535                   	smoothSolver	4.4366700000000002e-03	2.9686200000000000e-06	3	6.2109399999999999e-03	5.9641500000000003e-06	3	false	smoothSolver	7.1878600000000001e-04	2.0712400000000000e-06	2	true	smoothSolver	4.3045799999999997e-03	9.8022600000000003e-07	3	true	GAMG	9.4183600000000006e-03	4.4536300000000000e-04	2	true
0.54                    	smoothSolver	4.3658400000000002e-03	3.0256200000000000e-06	3	6.0189199999999997e-03	5.9919299999999997e-06	3	false	smoothSolver	7.1473900000000004e-04	2.0714900000000001e-06	2	true	smoothSolver	4.2433400000000000e-03	9.6231899999999998e-07	3	true	GAMG	1.0630900000000000e-02	4.2533900000000000e-04	2	true
0.545                   	smoothSolver	4.3404200000000002e-03	3.0552500000000001e-06	3	5.9407599999999998e-03	5.9649700000000001e-06	3	false	smoothSolver	7.0819700000000004e-04	2.0704600000000001e-06	2	true	smoothSolver	4.1815899999999998e-03	9.3571099999999998e-07	3	true	GAMG	8.7530300000000002e-03	4.1715099999999999e-04	2	true
0.55                    	smoothSolver	4.3171099999999999e-03	3.0564000000000001e-06	3	5.8596700000000000e-03	5.9129099999999996e-06	3	false	smoothSolver	7.0727799999999999e-04	2.0833800000000001e-06	2	true	smoothSolver	4.1199799999999996e-03	9.2665600000000001e-07	3	true	GAMG	9.3867399999999993e-03	3.8129000000000000e-04	2	true
0.555                   	smoothSolver	5.8816299999999997e-03	1.5386899999999999e-06	4	1.0642700000000000e-02	2.4514099999999998e-06	4	false	smoothSolver	7.0569199999999995e-04	2.1037200000000000e-06	2	true	smoothSolver	4.0579300000000004e-03	9.1897800000000004e-07	3	true	GAMG	3.5648200000000002e-01	1.6852599999999999e-02	2	true
0.56                    	smoothSolver	4.3131300000000001e-03	2.8969300000000001e-06	3	5.9213399999999998e-03	5.7364900000000002e-06	3	false	smoothSolver	7.0230399999999995e-04	2.1224199999999999e-06	2	true	smoothSolver	3.9998899999999999e-03	9.0950400000000004e-07	3	true	GAMG	1.0399000000000000e-02	5.2431600000000004e-04	2	true
0.565                   	smoothSolver	4.2640800000000000e-03	2.9401399999999999e-06	3	5.7302100000000003e-03	5.7305399999999999e-06	3	false	smoothSolver	6.9808999999999995e-04	2.1404200000000000e-06	2	true	smoothSolver	3.9461200000000000e-03	9.0766700000000005e-07	3	true	GAMG	8.5207900000000003e-03	4.4195999999999998e-04	2	true
0.57                    	smoothSolver	4.2662300000000002e-03	2.9482800000000001e-06	3	5.6763400000000002e-03	5.6760999999999997e-06	3	false	smoothSolver	6.9342700000000004e-04	2.1689999999999999e-06	2	true	smoothSolver	3.8932699999999999e-03	9.0732400000000001e-07	3	true	GAMG	8.2481599999999992e-03	4.4763000000000002e-04	2	true
0.575                   	smoothSolver	4.2707700000000001e-03	2.9440499999999998e-06	3	5.6169400000000000e-03	5.6160600000000001e-06	3	false	smoothSolver	6.8816799999999996e-04	2.1973799999999998e-06	2	true	smoothSolver	3.8393099999999999e-03	9.3887400000000005e-07	3	true	GAMG	7.8359699999999994e-03	4.3447599999999999e-04	2	true
0.58                    	smoothSolver	6.1319699999999996e-03	1.6360699999999999e-06	4	1.0710700000000000e-02	2.5974299999999999e-06	4	false	smoothSolver	6.8210099999999995e-04	2.3365899999999999e-06	2	true	smoothSolver	3.7802600000000001e-03	9.1843899999999998e-07	3	true	GAMG	3.6465199999999998e-01	1.6957300000000002e-02	2	true
0.585                   	smoothSolver	4.3329600000000003e-03	2.8587599999999998e-06	3	5.6329199999999996e-03	5.4293300000000002e-06	3	false	smoothSolver	6.7587400000000003e-04	2.4442299999999998e-06	2	true	smoothSolver	3.7234400000000002e-03	9.1123000000000004e-07	3	true	GAMG	7.9049099999999994e-03	5.0636699999999997e-04	2	true
0.59                    	smoothSolver	4.2799900000000000e-03	2.8806500000000001e-06	3	5.4626500000000003e-03	5.4528999999999999e-06	3	false	smoothSolver	6.6991499999999999e-04	2.5327299999999999e-06	2	true	smoothSolver	3.6767000000000002e-03	9.0989000000000000e-07	3	true	GAMG	8.0955000000000003e-03	4.3203200000000000e-04	2	true
0.595                   	smoothSolver	4.2826399999999999e-03	2.8666499999999999e-06	3	5.4351099999999999e-03	5.3948200000000001e-06	3	false	smoothSolver	6.6659300000000005e-04	2.6137800000000002e-06	2	true	smoothSolver	3.6363900000000002e-03	8.7115999999999997e-07	3	true	GAMG	8.4906400000000007e-03	4.4154500000000000e-04	2	true
0.6                     	smoothSolver	4.2829900000000004e-03	2.8420600000000000e-06	3	5.3912900000000000e-03	5.3237100000000002e-06	3	false	smoothSolver	6.6370399999999999e-04	2.6764400000000002e-06	2	true	smoothSolver	3.5928200000000000e-03	8.5805100000000001e-07	3	true	GAMG	7.4588099999999997e-03	4.2642800000000002e-04	2	true
0.605                   	smoothSolver	6.2522699999999999e-03	1.6998900000000000e-06	4	1.0684500000000000e-02	2.6585900000000000e-06	4	false	smoothSolver	6.6129100000000005e-04	2.6970199999999999e-06	2	true	smoothSolver	3.5484599999999998e-03	8.5050300000000003e-07	3	true	GAMG	3.6852800000000002e-01	1.7285800000000000e-02	2	true
0.61                    	smoothSolver	4.3329199999999997e-03	2.7425600000000000e-06	3	5.4196200000000000e-03	5.1216000000000002e-06	3	false	smoothSolver	6.5855500000000001e-04	2.7219199999999999e-06	2	true	smoothSolver	3.5043499999999998e-03	8.3623899999999995e-07	3	true	GAMG	7.6372200000000001e-03	5.3141500000000003e-04	2	true
0.615                   	smoothSolver	4.2678200000000003e-03	2.7611900000000001e-06	3	5.2646899999999998e-03	5.1358500000000001e-06	3	false	smoothSolver	6.5447599999999997e-04	2.3494200000000000e-06	2	true	smoothSolver	3.4617500000000000e-03	8.2412000000000000e-07	3	true	GAMG	7.4018199999999999e-03	4.2100200000000002e-04	2	true
0.62                    	smoothSolver	4.2629199999999999e-03	2.7514999999999998e-06	3	5.2311399999999996e-03	5.0794199999999997e-06	3	false	smoothSolver	6.4791000000000002e-04	2.3140799999999999e-06	2	true	smoothSolver	3.4180800000000000e-03	7.7193300000000003e-07	3	true	GAMG	7.3862700000000003e-03	4.0922499999999999e-04	2	true
0.625                   	smoothSolver	4.2537900000000003e-03	2.7460099999999999e-06	3	5.2080299999999998e-03	5.0323899999999996e-06	3	false	smoothSolver	6.4313300000000005e-04	2.2819499999999998e-06	2	true	smoothSolver	3.3720299999999998e-03	7.5535400000000000e-07	3	true	GAMG	7.9550000000000003e-03	4.0638200000000000e-04	2	true
0.63                    	smoothSolver	6.4180699999999997e-03	1.7625700000000001e-06	4	1.0545900000000000e-02	2.6454900000000001e-06	4	false	smoothSolver	6.3920800000000005e-04	2.2620199999999998e-06	2	true	smoothSolver	3.3261800000000002e-03	7.3657399999999999e-07	3	true	GAMG	3.7344600000000000e-01	1.7825299999999999e-02	2	true
0.635                   	smoothSolver	4.2957000000000004e-03	2.7133899999999999e-06	3	5.2547300000000000e-03	4.8981099999999996e-06	3	false	smoothSolver	6.3472500000000005e-04	2.2470200000000000e-06	2	true	smoothSolver	3.2823599999999998e-03	7.1838300000000003e-07	3	true	GAMG	9.0834799999999997e-03	5.4911800000000002e-04	2	true
0.64                    	smoothSolver	4.2253000000000004e-03	2.7530900000000001e-06	3	5.0938499999999996e-03	4.9239100000000003e-06	3	false	smoothSolver	6.2793799999999998e-04	2.2369799999999998e-06	2	true	smoothSolver	3.2388000000000000e-03	7.0213900000000004e-07	3	true	GAMG	8.4276500000000001e-03	4.0282099999999998e-04	2	true
0.645                   	smoothSolver	4.2164200000000002e-03	2.7813700000000002e-06	3	5.0593799999999996e-03	4.8934200000000002e-06	3	false	smoothSolver	6.2320900000000000e-04	2.2443599999999998e-06	2	true	smoothSolver	3.2015799999999999e-03	9.9121699999999993e-06	2	true	GAMG	8.8087100000000008e-03	3.9035300000000002e-04	2	true
0.65                    	smoothSolver	4.2050400000000002e-03	2.8047500000000001e-06	3	5.0099200000000002e-03	4.8623199999999997e-06	3	false	smoothSolver	6.1918800000000001e-04	2.2662099999999999e-06	2	true	smoothSolver	3.1587600000000000e-03	9.6482700000000000e-06	2	true	GAMG	8.6024099999999996e-03	3.8415900000000002e-04	2	true
0.655                   	smoothSolver	6.5615500000000002e-03	1.8369400000000000e-06	4	1.0371600000000000e-02	2.6244100000000001e-06	4	false	smoothSolver	6.1608699999999997e-04	2.2856799999999999e-06	2	true	smoothSolver	3.1167899999999999e-03	9.5509200000000000e-06	2	true	GAMG	3.7026199999999998e-01	1.8817600000000000e-02	2	true
0.66                    	smoothSolver	4.2584800000000003e-03	2.8282899999999998e-06	3	5.0574200000000000e-03	4.7872100000000004e-06	3	false	smoothSolver	6.1398699999999997e-04	2.3195099999999998e-06	2	true	smoothSolver	3.0764500000000001e-03	9.4310800000000005e-06	2	true	GAMG	1.0538100000000000e-02	5.2895999999999998e-04	2	true
0.665                   	smoothSolver	4.1850999999999998e-03	2.8863400000000000e-06	3	4.9624900000000000e-03	4.8899700000000002e-06	3	false	smoothSolver	6.1105000000000003e-04	2.3597900000000000e-06	2	true	smoothSolver	3.0388799999999999e-03	9.3017299999999998e-06	2	true	GAMG	8.8331899999999994e-03	4.1116400000000000e-04	2	true
0.67                    	smoothSolver	4.1956600000000004e-03	2.9337200000000001e-06	3	4.9375599999999997e-03	4.8269499999999996e-06	3	false	smoothSolver	6.0720299999999995e-04	2.3908600000000000e-06	2	true	smoothSolver	3.0038500000000002e-03	9.1834099999999999e-06	2	true	GAMG	9.8554899999999997e-03	3.8574699999999998e-04	2	true
0.675                   	smoothSolver	4.2139100000000004e-03	3.0291200000000001e-06	3	4.8976599999999999e-03	4.7473600000000002e-06	3	false	smoothSolver	6.0141899999999996e-04	2.4023100000000001e-06	2	true	smoothSolver	2.9673500000000001e-03	9.2998700000000001e-06	2	true	GAMG	8.0931900000000001e-03	3.7919700000000001e-04	2	true
0.68                    	smoothSolver	6.6644100000000000e-03	1.8857899999999999e-06	4	1.0372599999999999e-02	2.6048399999999999e-06	4	false	smoothSolver	5.9515399999999997e-04	2.4059699999999999e-06	2	true	smoothSolver	2.9318999999999999e-03	9.1652600000000007e-06	2	true	GAMG	3.7492799999999998e-01	1.9747199999999999e-02	2	true
0.685                   	smoothSolver	4.3117499999999996e-03	3.0638400000000000e-06	3	4.9345700000000001e-03	4.5939600000000001e-06	3	false	smoothSolver	5.8963600000000004e-04	2.3996200000000000e-06	2	true	smoothSolver	2.9005200000000002e-03	8.9741299999999997e-06	2	true	GAMG	8.1784300000000004e-03	5.3322099999999996e-04	2	true
